Method,Correct (C) %,False (F) %,Don't Know (DK) %
Mediapipe,30.434782608695656,43.47826086956522,26.08695652173913
MMPose,65.21739130434783,34.78260869565217,0.0
YOLO,69.56521739130434,8.695652173913043,21.73913043478261
