Method,Correct (C) %,False (F) %,Don't Know (DK) %
Mediapipe,15.714285714285714,64.28571428571429,20.0
MMPose,57.14285714285714,42.857142857142854,0.0
YOLO,50.0,35.714285714285715,14.285714285714285
