Method,Correct (C) %,False (F) %,Don't Know (DK) %
Mediapipe,3.4482758620689653,79.3103448275862,17.24137931034483
MMPose,48.275862068965516,51.724137931034484,0.0
YOLO,31.03448275862069,51.724137931034484,17.24137931034483
