Method,Correct (C) %,False (F) %,Don't Know (DK) %
Mediapipe,10.0,43.333333333333336,46.666666666666664
MMPose,56.666666666666664,43.333333333333336,0.0
YOLO,36.666666666666664,46.666666666666664,16.666666666666664
