Method,Correct (C) %,False (F) %,Don't Know (DK) %
Mediapipe,16.666666666666664,50.0,33.33333333333333
MMPose,66.66666666666666,33.33333333333333,0.0
YOLO,40.476190476190474,45.23809523809524,14.285714285714285
