Method,Correct (C) %,False (F) %,Don't Know (DK) %
Mediapipe,30.434782608695656,47.82608695652174,21.73913043478261
MMPose,34.78260869565217,65.21739130434783,0.0
YOLO,21.73913043478261,56.52173913043478,21.73913043478261
