Method,Correct (C) %,False (F) %,Don't Know (DK) %
Mediapipe,25.0,66.66666666666666,8.333333333333332
MMPose,8.333333333333332,91.66666666666666,0.0
YOLO,16.666666666666664,83.33333333333334,0.0
