Method,Correct (C) %,False (F) %,Don't Know (DK) %
Mediapipe,27.27272727272727,36.36363636363637,36.36363636363637
MMPose,27.27272727272727,72.72727272727273,0.0
YOLO,18.181818181818183,54.54545454545454,27.27272727272727
