Status,Mediapipe,RTMPose,YOLO
Blurry,40.50256121939031,43.911816413221956,37.00899550224887
Blurry and Occluded,69.44444444444444,56.11111111111111,59.305555555555564
Normal,45.39787631858012,9.000081726054265,20.14049738609514
Occluded,17.748579545454547,27.775804924242426,28.758285984848484
