Method,Correct (C) %,False (F) %,Don't Know (DK) %
Mediapipe,29.629629629629626,25.925925925925924,44.44444444444444
MMPose,55.55555555555556,44.44444444444444,0.0
YOLO,22.22222222222222,37.03703703703704,40.74074074074074
