Method,Correct (C) %,False (F) %,Don't Know (DK) %
Mediapipe,25.333333333333336,41.333333333333336,33.33333333333333
MMPose,52.0,48.0,0.0
YOLO,18.666666666666668,45.33333333333333,36.0
