Method,Correct (C) %,False (F) %,Don't Know (DK) %
Mediapipe,47.368421052631575,52.63157894736842,0.0
MMPose,84.21052631578947,15.789473684210526,0.0
YOLO,21.052631578947366,52.63157894736842,26.31578947368421
