frame,keypoint,mediapipe_error,mmpose_error,yolo_error,normalized_mediapipe_error,normalized_mmpose_error,normalized_yolo_error
accel_frame_57,left_elbow_angle,1.4695465782999975,3.7576154145999965,18.9750000354,0.12246221485833313,0.313134617883333,1.58125000295
accel_frame_57,left_knee_angle,4.531505113999998,1.9222697778999986,2.5999201662000075,0.3776254261666665,0.1601891481583332,0.21666001385000064
accel_frame_57,left_shoulder_angle,2.925805210000007,12.73085644759999,70.6296443342,0.24381710083333394,1.060904703966666,5.8858036945166665
accel_frame_57,left_hip_angle,10.942902833900007,5.919031170799997,18.802420851199997,0.9119085694916672,0.4932525975666664,1.5668684042666665
accel_frame_57,left_ankle_angle,8.434138756500005,5.52803122360001,,0.7028448963750004,0.4606692686333342,
accel_frame_57,right_elbow_angle,5.941925837199989,11.91750607520001,15.921699301500013,0.4951604864333324,0.9931255062666674,1.326808275125001
accel_frame_57,right_knee_angle,3.0206163768999943,0.8746621792000013,47.81294796060001,0.2517180314083329,0.07288851493333344,3.984412330050001
accel_frame_57,right_shoulder_angle,54.9474886545,12.235759146099994,42.09739400869999,4.578957387875,1.019646595508333,3.508116167391666
accel_frame_57,right_hip_angle,2.0641260976000098,23.484671329500003,39.27893737010001,0.17201050813333416,1.9570559441250002,3.2732447808416674
accel_frame_57,right_ankle_angle,10.0557848009,9.814738690599995,,0.8379820667416666,0.8178948908833329,
accel_frame_59,left_elbow_angle,25.344206968700007,13.193851055600007,45.55281845710002,2.1120172473916674,1.0994875879666672,3.7960682047583347
accel_frame_59,left_knee_angle,81.85613418,1.1379447240000218,22.518032975799997,6.821344515,0.09482872700000182,1.8765027479833332
accel_frame_59,left_shoulder_angle,15.694300671299985,7.673120879300001,4.629288056799993,1.3078583892749986,0.6394267399416668,0.38577400473333273
accel_frame_59,left_hip_angle,81.5122703894,1.1518731211999977,18.262944992200005,6.7926891991166665,0.09598942676666648,1.5219120826833337
accel_frame_59,left_ankle_angle,21.133834393800015,0.8493646744999808,,1.7611528661500013,0.07078038954166506,
accel_frame_59,right_elbow_angle,6.05900689660001,5.91044366669999,7.9411016502999985,0.5049172413833342,0.4925369722249992,0.6617584708583332
accel_frame_59,right_knee_angle,31.293279645,4.115464422500011,49.4172541682,2.6077733037499997,0.3429553685416676,4.118104514016667
accel_frame_59,right_shoulder_angle,7.02596671820001,17.26170917270001,2.2772285707999913,0.5854972265166675,1.4384757643916675,0.18976904756666593
accel_frame_59,right_hip_angle,55.04089637140001,15.683864431999993,59.369972929499994,4.586741364283334,1.306988702666666,4.947497744124999
accel_frame_59,right_ankle_angle,24.3259737884,14.255983751300008,,2.0271644823666666,1.1879986459416674,
accel_frame_61,left_elbow_angle,28.736925804799995,22.2293565314,36.7844896527,2.3947438170666664,1.8524463776166666,3.065374137725
accel_frame_61,left_knee_angle,3.064561894999997,0.3453590208000037,9.394567369100002,0.2553801579166664,0.02877991840000031,0.7828806140916669
accel_frame_61,left_shoulder_angle,5.487972330299996,4.778868351200003,19.929764722900003,0.4573310275249997,0.39823902926666693,1.6608137269083336
accel_frame_61,left_hip_angle,4.056539768100009,3.141538102999988,3.719180861500007,0.3380449806750008,0.26179484191666563,0.30993173845833394
accel_frame_61,left_ankle_angle,19.484861677499993,7.379630665600018,,1.6237384731249993,0.6149692221333348,
accel_frame_61,right_elbow_angle,15.084535514700008,5.1406909053999925,47.8144451062,1.2570446262250006,0.4283909087833327,3.984537092183333
accel_frame_61,right_knee_angle,2.386186141299987,3.9231436458000104,4.468486439700001,0.19884884510833226,0.32692863715000087,0.3723738699750001
accel_frame_61,right_shoulder_angle,11.108229099200003,6.7130093883000015,29.788875216199997,0.9256857582666669,0.5594174490250001,2.4824062680166663
