Method,Correct (C) %,False (F) %,Don't Know (DK) %
Mediapipe,45.744680851063826,18.085106382978726,36.17021276595745
MMPose,91.48936170212765,8.51063829787234,0.0
YOLO,37.234042553191486,22.340425531914892,40.42553191489361
