Method,Correct (C) %,False (F) %,Don't Know (DK) %
Mediapipe,14.285714285714285,53.57142857142857,32.142857142857146
MMPose,65.47619047619048,34.523809523809526,0.0
YOLO,28.57142857142857,45.23809523809524,26.190476190476193
