Status,Mediapipe,RTMPose,YOLO
Blurry,0.5470760080577162,1.0128776305089082,0.5717020587911742
Blurry and Occluded,0.8293273744099452,1.0425466349130943,0.6900054091765832
Normal,0.3981544619891079,0.7831425540178225,0.34637225829223667
Occluded,0.545567579320998,0.9261031638864543,0.5203105653514709
