Status,Mediapipe,RTMPose,YOLO
Blurry,0.3126148617472664,0.5787872174336618,0.3266868907378138
Blurry and Occluded,0.4146636872049726,0.5212733174565471,0.3450027045882916
Normal,0.3981544619891079,0.7831425540178225,0.34637225829223667
Occluded,0.363711719547332,0.6174021092576362,0.34687371023431396
