Method,Correct (C) %,False (F) %,Don't Know (DK) %
Mediapipe,68.57142857142857,31.428571428571427,0.0
MMPose,95.71428571428572,4.285714285714286,0.0
YOLO,42.857142857142854,42.857142857142854,14.285714285714285
