Method,Correct (C) %,False (F) %,Don't Know (DK) %
Mediapipe,82.92682926829268,17.073170731707318,0.0
MMPose,100.0,0.0,0.0
YOLO,46.34146341463415,41.46341463414634,12.195121951219512
