Method,Correct (C) %,False (F) %,Don't Know (DK) %
Mediapipe,34.78260869565217,65.21739130434783,0.0
MMPose,86.95652173913044,13.043478260869565,0.0
YOLO,30.434782608695656,47.82608695652174,21.73913043478261
