frame,keypoint,mediapipe_error,mmpose_error,yolo_error,normalized_mediapipe_error,normalized_mmpose_error,normalized_yolo_error
maxV_far_frame_30,left_elbow,,4.818973758496079,,,0.16322645321662196,
maxV_far_frame_30,left_knee,,2.2922542955370258,,,0.0776423689528127,
maxV_far_frame_30,left_shoulder,,5.933338658400044,,,0.20097179886822106,
maxV_far_frame_30,left_hip,,14.246613328620231,,,0.482555888560194,
maxV_far_frame_30,left_ankle,,12.570561885546864,,,0.42578530914395635,
maxV_far_frame_30,left_wrist,,5.999250983039241,,,0.20320435615391924,
maxV_far_frame_30,left_feet,,11.009946286530322,,,0.37292472889844325,
maxV_far_frame_30,right_shoulder,,3.8964354179632963,,,0.13197858410008445,
maxV_far_frame_30,right_elbow,,8.536326959589948,,,0.2891392323219747,
maxV_far_frame_30,right_wrist,,4.864196506918187,,,0.16475822101606977,
maxV_far_frame_30,right_hip,,1.8921155738862148,,,0.06408902178744481,
maxV_far_frame_30,right_knee,,6.4710757568736765,,,0.2191858261166784,
maxV_far_frame_30,right_ankle,,0.7925839559809028,,,0.026846103443305822,
maxV_far_frame_30,right_feet,,3.9523573608582714,,,0.13387275096074358,
maxV_far_frame_35,left_elbow,,5.904625604987853,,,0.20490773055193814,
maxV_far_frame_35,left_knee,,7.9740533642645985,,,0.2767229097118796,
maxV_far_frame_35,left_shoulder,,1.085657893000841,,,0.03767549543237447,
maxV_far_frame_35,left_hip,,6.464431390787858,,,0.2243346241082756,
maxV_far_frame_35,left_ankle,,8.012239289333372,,,0.27804807268889536,
maxV_far_frame_35,left_wrist,,10.460829584446198,,,0.363021297748116,
maxV_far_frame_35,left_feet,,8.753663447184747,,,0.3037776534828701,
maxV_far_frame_35,right_shoulder,,7.930250185974416,,,0.2752028116642031,
maxV_far_frame_35,right_elbow,,4.795570091185763,,,0.1664202694337717,
maxV_far_frame_35,right_wrist,,1.6628882225301653,,,0.05770707147839621,
maxV_far_frame_35,right_hip,,6.423288629661958,,,0.22290685029585516,
maxV_far_frame_35,right_knee,,2.3323706408112588,,,0.08094006407635526,
maxV_far_frame_35,right_ankle,,11.65258266519526,,,0.404378605643859,
maxV_far_frame_35,right_feet,,26.157650652733082,,,0.9077467718349919,
maxV_far_frame_40,left_elbow,,17.72180849418023,,,0.596194087504462,
maxV_far_frame_40,left_knee,,0.5845001964302404,,,0.019663656865005846,
maxV_far_frame_40,left_shoulder,,0.9830442834084023,,,0.03307140971056189,
maxV_far_frame_40,left_hip,,6.706479467637373,,,0.22561824928243188,
maxV_far_frame_40,left_ankle,,4.892977188797508,,,0.16460871198406546,
maxV_far_frame_40,left_wrist,,13.982161850749018,,,0.47038552688821494,
maxV_far_frame_40,left_feet,,2.7651376264571446,,,0.09302429289715275,
maxV_far_frame_40,right_shoulder,,6.181018586858686,,,0.20794078310069208,
maxV_far_frame_40,right_elbow,,13.999063811570153,,,0.47095413979880485,
maxV_far_frame_40,right_wrist,,8.419168377235376,,,0.2832362402438012,
maxV_far_frame_40,right_hip,,5.59371073735629,,,0.1881826716453473,
maxV_far_frame_40,right_knee,,2.0818752563400267,,,0.07003809566948914,
maxV_far_frame_40,right_ankle,,3.346178492397881,,,0.11257157155023718,
maxV_far_frame_40,right_feet,,7.587314505937282,,,0.2552511528359055,
